ac_no,ac_name_x,regions,caste,locality,district,s_no,candidate_name,party,evm_votes,postal_votes,votes,vote_share,st_name,st_no,ac_name_y,constituency_code,position,total_votes,margin,margin_percent,vote_share_percent,margin_buckets_percent,margin_buckets_votes
60,Kushtagi,Hyderabad - Karnataka,Lingayat,Rural,Koppal ,8,SHANTARAJA PARSHWANATH GOGI JAIN,Navarang Congress Party,65,0,65,0.04,Karnataka,S10,Kushtagi,60,15.0,183082,21.0,0.011470270152172252,0.03550321713767601,(0-5),Less than 1000
60,Kushtagi,Hyderabad - Karnataka,Lingayat,Rural,Koppal ,7,PARASAPPA BHEEMAPPA GAJJARI,Rani Chennamma Party,44,0,44,0.02,Karnataka,S10,Kushtagi,60,16.0,183082,,,0.024032946985503765,(>20),>20000
61,Kanakagiri,Hyderabad - Karnataka,SC,Rural,Koppal ,4,TANGADAGI SHIVARAJ SANGAPPA,Indian National Congress,105491,673,106164,60.13,Karnataka,S10,Kanakagiri,61,1.0,176553,42632.0,24.14685675123051,60.13151858082275,(>20),>20000
61,Kanakagiri,Hyderabad - Karnataka,SC,Rural,Koppal ,1,BASAVARAJ DADESUGUR,Bharatiya Janata Party,63214,318,63532,35.98,Karnataka,S10,Kanakagiri,61,2.0,176553,61932.0,35.07841837861719,35.98466182959225,(>20),>20000
61,Kanakagiri,Hyderabad - Karnataka,SC,Rural,Koppal ,13,NOTA,None of the Above,1594,6,1600,0.91,Karnataka,S10,Kanakagiri,61,3.0,176553,281.0,0.15915900607749514,0.9062434509750613,(0-5),Less than 1000
61,Kanakagiri,Hyderabad - Karnataka,SC,Rural,Koppal ,7,CHARUL VENKANTRAMANA DASARI,Kalyana Rajya Pragathi Paksha,1299,20,1319,0.75,Karnataka,S10,Kanakagiri,61,4.0,176553,572.0,0.3239820337235844,0.7470844448975662,(0-5),Less than 1000
61,Kanakagiri,Hyderabad - Karnataka,SC,Rural,Koppal ,5,KENCHAPPA LINGAPPA HIREKHED,Communist Party of India  (Marxist-Leninist)  (Liberation),747,0,747,0.42,Karnataka,S10,Kanakagiri,61,5.0,176553,38.0,0.021523281960657708,0.4231024111739818,(0-5),Less than 1000
61,Kanakagiri,Hyderabad - Karnataka,SC,Rural,Koppal ,3,P V RAJAGOPAL,Janata Dal  (Secular),703,6,709,0.4,Karnataka,S10,Kanakagiri,61,6.0,176553,31.0,0.017558466862641814,0.40157912921332406,(0-5),Less than 1000
61,Kanakagiri,Hyderabad - Karnataka,SC,Rural,Koppal ,10,SANDEEP SANJEEVAPPA BUDAGUMPA,Independent,677,1,678,0.38,Karnataka,S10,Kanakagiri,61,7.0,176553,163.0,0.09232355156808437,0.3840206623506822,(0-5),Less than 1000
61,Kanakagiri,Hyderabad - Karnataka,SC,Rural,Koppal ,2,YARISWAMY NAGESHAPPA KUNTOJI,Aam Aadmi Party,514,1,515,0.29,Karnataka,S10,Kanakagiri,61,8.0,176553,93.0,0.052675400587925435,0.29169711078259786,(0-5),Less than 1000
61,Kanakagiri,Hyderabad - Karnataka,SC,Rural,Koppal ,9,RAMESH,Independent,419,3,422,0.24,Karnataka,S10,Kanakagiri,61,9.0,176553,26.0,0.014726456078344746,0.23902171019467242,(0-5),Less than 1000
61,Kanakagiri,Hyderabad - Karnataka,SC,Rural,Koppal ,12,B JNANASUNDAR,Independent,396,0,396,0.22,Karnataka,S10,Kanakagiri,61,10.0,176553,205.0,0.11611244215617973,0.22429525411632767,(0-5),Less than 1000
61,Kanakagiri,Hyderabad - Karnataka,SC,Rural,Koppal ,11,H HULUGAPPA,Independent,188,3,191,0.11,Karnataka,S10,Kanakagiri,61,11.0,176553,47.0,0.02662090137239243,0.10818281196014795,(0-5),Less than 1000
61,Kanakagiri,Hyderabad - Karnataka,SC,Rural,Koppal ,6,GANESH,Karnataka Rashtra Samithi,144,0,144,0.08,Karnataka,S10,Kanakagiri,61,12.0,176553,8.0,0.004531217254875306,0.08156191058775551,(0-5),Less than 1000
61,Kanakagiri,Hyderabad - Karnataka,SC,Rural,Koppal ,8,K BALAPPA,Bharatiya Praja Aikyata Party,132,4,136,0.08,Karnataka,S10,Kanakagiri,61,13.0,176553,,,0.07703069333288022,(>20),>20000
62,Gangawati,Hyderabad - Karnataka,Lingayat,Semi Urban,Koppal ,7,G JANARDHAN REDDY,Kalyana Rajya Pragathi Paksha,65791,422,66213,41.42,Karnataka,S10,Gangawati,62,1.0,159859,8266.0,5.17080677346912,41.41962604545256,(5-10),Between 5000 & 10000
62,Gangawati,Hyderabad - Karnataka,Lingayat,Semi Urban,Koppal ,1,IQBAL ANSARI,Indian National Congress,57674,273,57947,36.25,Karnataka,S10,Gangawati,62,2.0,159859,28780.0,18.00336546581675,36.248819271983436,(10-20),>20000
62,Gangawati,Hyderabad - Karnataka,Lingayat,Semi Urban,Koppal ,3,PARANNA ISHWARAPPA MUNAVALLI,Bharatiya Janata Party,28918,249,29167,18.25,Karnataka,S10,Gangawati,62,3.0,159859,27955.0,17.487285670497126,18.245453806166683,(10-20),>20000
62,Gangawati,Hyderabad - Karnataka,Lingayat,Semi Urban,Koppal ,2,CHANNAKESHAVE HERIYAAL RAMULU,Janata Dal  (Secular),1204,8,1212,0.76,Karnataka,S10,Gangawati,62,4.0,159859,420.0,0.2627315321627184,0.7581681356695588,(0-5),Less than 1000
62,Gangawati,Hyderabad - Karnataka,Lingayat,Semi Urban,Koppal ,16,PRASAD TALURI,Independent,792,0,792,0.5,Karnataka,S10,Gangawati,62,5.0,159859,270.0,0.16889884210460468,0.4954366035068404,(0-5),Less than 1000
62,Gangawati,Hyderabad - Karnataka,Lingayat,Semi Urban,Koppal ,17,SHIVASHANKARYYA SWAMI SHETTAR‌ KARATAGI,Independent,522,0,522,0.33,Karnataka,S10,Gangawati,62,6.0,159859,45.0,0.028149807017434116,0.3265377614022357,(0-5),Less than 1000
62,Gangawati,Hyderabad - Karnataka,Lingayat,Semi Urban,Koppal ,8,KARADI BASAVARAJA,Indian Movement Party,477,0,477,0.3,Karnataka,S10,Gangawati,62,7.0,159859,51.0,0.031903114619758664,0.2983879543848016,(0-5),Less than 1000
62,Gangawati,Hyderabad - Karnataka,Lingayat,Semi Urban,Koppal ,20,NOTA,None of the Above,425,1,426,0.27,Karnataka,S10,Gangawati,62,8.0,159859,11.0,0.006881063937595005,0.26648483976504295,(0-5),Less than 1000
62,Gangawati,Hyderabad - Karnataka,Lingayat,Semi Urban,Koppal ,4,SHARANAPPA SAJJIHOLA,Aam Aadmi Party,413,2,415,0.26,Karnataka,S10,Gangawati,62,9.0,159859,24.0,0.015013230409298195,0.2596037758274479,(0-5),Less than 1000
62,Gangawati,Hyderabad - Karnataka,Lingayat,Semi Urban,Koppal ,6,KANAKAPPA HANUMAPPA HUDEJALI,Karnataka Rashtra Samithi,390,1,391,0.24,Karnataka,S10,Gangawati,62,10.0,159859,19.0,0.011885474074027737,0.24459054541814976,(0-5),Less than 1000
62,Gangawati,Hyderabad - Karnataka,Lingayat,Semi Urban,Koppal ,19,SANGAMESH SUGREEVAA,Independent,368,4,372,0.23,Karnataka,S10,Gangawati,62,11.0,159859,1.0,0.0006255512670540914,0.232705071344122,(0-5),Less than 1000
62,Gangawati,Hyderabad - Karnataka,Lingayat,Semi Urban,Koppal ,11,SHARANAPPA SINGANAL,Uttama Prajaakeeya Party,367,4,371,0.23,Karnataka,S10,Gangawati,62,12.0,159859,15.0,0.009383269005811372,0.23207952007706792,(0-5),Less than 1000
62,Gangawati,Hyderabad - Karnataka,Lingayat,Semi Urban,Koppal ,10,VENKATESH RAO G KULKARNI HEGGAPUR,Bharatiya Prajagala Kalyana Paksha,356,0,356,0.22,Karnataka,S10,Gangawati,62,13.0,159859,83.0,0.051920755165489586,0.22269625107125654,(0-5),Less than 1000
62,Gangawati,Hyderabad - Karnataka,Lingayat,Semi Urban,Koppal ,14,CHAKRAVARTHI NAYAKA T,Independent,272,1,273,0.17,Karnataka,S10,Gangawati,62,14.0,159859,51.0,0.031903114619758664,0.17077549590576696,(0-5),Less than 1000
62,Gangawati,Hyderabad - Karnataka,Lingayat,Semi Urban,Koppal ,13,SARASWATI K,Republican Party of India Bharatha,221,1,222,0.14,Karnataka,S10,Gangawati,62,15.0,159859,32.0,0.020017640545730925,0.1388723812860083,(0-5),Less than 1000
62,Gangawati,Hyderabad - Karnataka,Lingayat,Semi Urban,Koppal ,5,SHANKAR SIDDAPUR,Bahujan Samaj Party,190,0,190,0.12,Karnataka,S10,Gangawati,62,16.0,159859,13.0,0.008132166471703188,0.11885474074027737,(0-5),Less than 1000
62,Gangawati,Hyderabad - Karnataka,Lingayat,Semi Urban,Koppal ,9,VIJAY KUMAR ACHAPPA,Akhil Bharat Hindu Mahasabha,176,1,177,0.11,Karnataka,S10,Gangawati,62,17.0,159859,21.0,0.01313657660813592,0.11072257426857418,(0-5),Less than 1000
62,Gangawati,Hyderabad - Karnataka,Lingayat,Semi Urban,Koppal ,15,MAHAMMAD NATHIK ALAM,Independent,156,0,156,0.1,Karnataka,S10,Gangawati,62,18.0,159859,63.0,0.03940972982440776,0.09758599766043825,(0-5),Less than 1000
62,Gangawati,Hyderabad - Karnataka,Lingayat,Semi Urban,Koppal ,18,SHANMUKHA VALMIKI,Independent,92,1,93,0.06,Karnataka,S10,Gangawati,62,19.0,159859,6.0,0.0037533076023245487,0.0581762678360305,(0-5),Less than 1000
62,Gangawati,Hyderabad - Karnataka,Lingayat,Semi Urban,Koppal ,12,SHRI VENKATESHWARA MAHA SWAMIJI,Hindustan Janta Party,86,1,87,0.05,Karnataka,S10,Gangawati,62,20.0,159859,,,0.05442296023370595,(>20),>20000
63,Yelburga,Hyderabad - Karnataka,Lingayat,Rural,Koppal ,1,BASAVARAJ RAYAREDDI,Indian National Congress,93656,674,94330,53.29,Karnataka,S10,Yelburga,63,1.0,176998,17181.0,9.70688934338241,53.29438750720347,(5-10),Between 10000 & 20000
63,Yelburga,Hyderabad - Karnataka,Lingayat,Rural,Koppal ,4,ACHAR HALAPPA BASAPPA,Bharatiya Janata Party,76488,661,77149,43.59,Karnataka,S10,Yelburga,63,2.0,176998,75584.0,42.70330738200432,43.58749816382106,(>20),>20000
63,Yelburga,Hyderabad - Karnataka,Lingayat,Rural,Koppal ,12,NOTA,None of the Above,1557,8,1565,0.88,Karnataka,S10,Yelburga,63,3.0,176998,527.0,0.2977434773274274,0.8841907818167436,(0-5),Less than 1000
63,Yelburga,Hyderabad - Karnataka,Lingayat,Rural,Koppal ,2,KONANAGOUDRA MALLANAGOUDA,Janata Dal  (Secular),1032,6,1038,0.59,Karnataka,S10,Yelburga,63,4.0,176998,412.0,0.2327709917626188,0.5864473044893163,(0-5),Less than 1000
63,Yelburga,Hyderabad - Karnataka,Lingayat,Rural,Koppal ,7,HARI. R,Nationalist Congress Party,622,4,626,0.35,Karnataka,S10,Yelburga,63,5.0,176998,102.0,0.05762776980530853,0.3536763127266975,(0-5),Less than 1000
63,Yelburga,Hyderabad - Karnataka,Lingayat,Rural,Koppal ,5,HULAGAPPA HIREMANI,Bahujan Samaj Party,523,1,524,0.3,Karnataka,S10,Yelburga,63,6.0,176998,22.0,0.012429518977615565,0.29604854292138894,(0-5),Less than 1000
63,Yelburga,Hyderabad - Karnataka,Lingayat,Rural,Koppal ,9,BALAPPA S. VEERAPUR,Independent,502,0,502,0.28,Karnataka,S10,Yelburga,63,7.0,176998,77.0,0.04350331642165448,0.28361902394377336,(0-5),Less than 1000
63,Yelburga,Hyderabad - Karnataka,Lingayat,Rural,Koppal ,3,MOULAHUSAIN BULDIYAR,Aam Aadmi Party,424,1,425,0.24,Karnataka,S10,Yelburga,63,8.0,176998,167.0,0.09435134860280907,0.2401157075221189,(0-5),Less than 1000
63,Yelburga,Hyderabad - Karnataka,Lingayat,Rural,Koppal ,10,SHAMIDSAB YAMANURSAB MULLA,Independent,253,5,258,0.15,Karnataka,S10,Yelburga,63,9.0,176998,23.0,0.01299449711296173,0.1457643589193098,(0-5),Less than 1000
63,Yelburga,Hyderabad - Karnataka,Lingayat,Rural,Koppal ,11,SHANKAR RADDY SOMARADDY,Independent,235,0,235,0.13,Karnataka,S10,Yelburga,63,10.0,176998,19.0,0.01073458457157708,0.1327698618063481,(0-5),Less than 1000
63,Yelburga,Hyderabad - Karnataka,Lingayat,Rural,Koppal ,8,NIRMALA,Independent,214,2,216,0.12,Karnataka,S10,Yelburga,63,11.0,176998,86.0,0.04858811963976994,0.12203527723477102,(0-5),Less than 1000
63,Yelburga,Hyderabad - Karnataka,Lingayat,Rural,Koppal ,6,RAMALINGAPPA H. KUKANURU,Republican Party of India,130,0,130,0.07,Karnataka,S10,Yelburga,63,12.0,176998,,,0.07344715759500108,(>20),>20000
64,Koppal,Hyderabad - Karnataka,Kuruba,Rural,Koppal ,5,K. RAGHAVENDRA BASAVARAJ HITNAL,Indian National Congress,89573,857,90430,46.43,Karnataka,S10,Koppal,64,1.0,194749,36260.0,18.618837580680776,46.434128031466145,(10-20),>20000
64,Koppal,Hyderabad - Karnataka,Kuruba,Rural,Koppal ,4,KARADI MANJULA,Bharatiya Janata Party,53397,773,54170,27.82,Karnataka,S10,Koppal,64,2.0,194749,8801.0,4.519150290887245,27.81529045078537,(0-5),Between 5000 & 10000
64,Koppal,Hyderabad - Karnataka,Kuruba,Rural,Koppal ,1,C.V.CHANDRASHEKAR,Janata Dal  (Secular),44834,535,45369,23.3,Karnataka,S10,Koppal,64,3.0,194749,44052.0,22.61988508285023,23.296140159898126,(>20),>20000
64,Koppal,Hyderabad - Karnataka,Kuruba,Rural,Koppal ,13,NOTA,None of the Above,1310,7,1317,0.68,Karnataka,S10,Koppal,64,4.0,194749,412.0,0.21155435971429892,0.6762550770478925,(0-5),Less than 1000
64,Koppal,Hyderabad - Karnataka,Kuruba,Rural,Koppal ,3,M.K. SAHEB NAGESHANAHALLI,Aam Aadmi Party,900,5,905,0.46,Karnataka,S10,Koppal,64,5.0,194749,254.0,0.13042428972677653,0.46470071733359347,(0-5),Less than 1000
64,Koppal,Hyderabad - Karnataka,Kuruba,Rural,Koppal ,6,ADAVI HANUMAPPA GODACHALLI,Karnataka Rashtra Samithi,647,4,651,0.33,Karnataka,S10,Koppal,64,6.0,194749,157.0,0.08061658853190518,0.334276427606817,(0-5),Less than 1000
64,Koppal,Hyderabad - Karnataka,Kuruba,Rural,Koppal ,2,K.S.MAILARAPPA,Bahujan Samaj Party,490,4,494,0.25,Karnataka,S10,Koppal,64,7.0,194749,154.0,0.07907614416505349,0.2536598390749118,(0-5),Less than 1000
64,Koppal,Hyderabad - Karnataka,Kuruba,Rural,Koppal ,9,KOLURU DEVENDRAGOUDA,Independent,338,2,340,0.17,Karnataka,S10,Koppal,64,8.0,194749,41.0,0.021052739680306447,0.17458369490985834,(0-5),Less than 1000
64,Koppal,Hyderabad - Karnataka,Kuruba,Rural,Koppal ,10,PRAMOD.M.P,Independent,297,2,299,0.15,Karnataka,S10,Koppal,64,9.0,194749,39.0,0.020025776769071985,0.1535309552295519,(0-5),Less than 1000
64,Koppal,Hyderabad - Karnataka,Kuruba,Rural,Koppal ,12,SHASHIDHAR.K.M,Independent,250,10,260,0.13,Karnataka,S10,Koppal,64,10.0,194749,68.0,0.034916738981971666,0.1335051784604799,(0-5),Less than 1000
64,Koppal,Hyderabad - Karnataka,Kuruba,Rural,Koppal ,8,GAVEESH SASIMATH,Independent,184,8,192,0.1,Karnataka,S10,Koppal,64,11.0,194749,19.0,0.009756147656727377,0.09858843947850822,(0-5),Less than 1000
64,Koppal,Hyderabad - Karnataka,Kuruba,Rural,Koppal ,11,MALLIKARJUN HADAPADA,Independent,169,4,173,0.09,Karnataka,S10,Koppal,64,12.0,194749,24.0,0.012323554934813527,0.08883229182178085,(0-5),Less than 1000
64,Koppal,Hyderabad - Karnataka,Kuruba,Rural,Koppal ,7,MARISWAMI. R. KANAKAGIRI,Republican Party of India Bharatha,149,0,149,0.08,Karnataka,S10,Koppal,64,13.0,194749,,,0.07650873688696733,(>20),>20000
65,Shirahatti,Maharashtra - Karnataka,SC,Rural,Gadag,1,DR.CHANDRU LAMANI,Bharatiya Janata Party,73600,889,74489,45.43,Karnataka,S10,Shirahatti,65,1.0,163974,28520.0,17.393001329479063,45.42732384402405,(10-20),>20000
65,Shirahatti,Maharashtra - Karnataka,SC,Rural,Gadag,11,RAMAKRISHNA. SHIDLINGAPPA. DODDAMANI,Independent,45637,332,45969,28.03,Karnataka,S10,Shirahatti,65,2.0,163974,11178.0,6.816934392037761,28.03432251454499,(5-10),Between 10000 & 20000
65,Shirahatti,Maharashtra - Karnataka,SC,Rural,Gadag,3,SUJATA  NINGAPPA  DODDAMANI,Indian National Congress,34550,241,34791,21.22,Karnataka,S10,Shirahatti,65,3.0,163974,32726.0,19.958042128630147,21.217388122507227,(10-20),>20000
65,Shirahatti,Maharashtra - Karnataka,SC,Rural,Gadag,4,HANAMANTAPPA. M.NAYAK,Janata Dal  (Secular),2054,11,2065,1.26,Karnataka,S10,Shirahatti,65,4.0,163974,423.0,0.25796772659080097,1.2593459938770781,(0-5),Less than 1000
65,Shirahatti,Maharashtra - Karnataka,SC,Rural,Gadag,15,NOTA,None of the Above,1633,9,1642,1.0,Karnataka,S10,Shirahatti,65,5.0,163974,677.0,0.41287033310158927,1.0013782672862772,(0-5),Less than 1000
65,Shirahatti,Maharashtra - Karnataka,SC,Rural,Gadag,9,DODDAPPA. BHADRAPPA. LAMANI,Independent,961,4,965,0.59,Karnataka,S10,Shirahatti,65,6.0,163974,93.0,0.0567163086830839,0.5885079341846878,(0-5),Less than 1000
65,Shirahatti,Maharashtra - Karnataka,SC,Rural,Gadag,2,DODDAMANI MALLIKARJUNA YALLAPPA,Aam Aadmi Party,859,13,872,0.53,Karnataka,S10,Shirahatti,65,7.0,163974,336.0,0.2049105345969483,0.531791625501604,(0-5),Less than 1000
65,Shirahatti,Maharashtra - Karnataka,SC,Rural,Gadag,12,VENKATESH B  GUGGARI,Independent,533,3,536,0.33,Karnataka,S10,Shirahatti,65,8.0,163974,34.0,0.020734994572310244,0.3268810909046556,(0-5),Less than 1000
65,Shirahatti,Maharashtra - Karnataka,SC,Rural,Gadag,10,RAJAVENKATESH D KARABHARI,Independent,499,3,502,0.31,Karnataka,S10,Shirahatti,65,9.0,163974,30.0,0.018295583446156095,0.30614609633234535,(0-5),Less than 1000
65,Shirahatti,Maharashtra - Karnataka,SC,Rural,Gadag,7,SUSHMA SUNIL   SARVADE,Uttama Prajaakeeya Party,468,4,472,0.29,Karnataka,S10,Shirahatti,65,10.0,163974,14.0,0.008537938941539511,0.2878505128861893,(0-5),Less than 1000
65,Shirahatti,Maharashtra - Karnataka,SC,Rural,Gadag,13,SANTOSH GOURAVVA HIREMANI,Independent,456,2,458,0.28,Karnataka,S10,Shirahatti,65,11.0,163974,13.0,0.007928086160000977,0.27931257394464976,(0-5),Less than 1000
65,Shirahatti,Maharashtra - Karnataka,SC,Rural,Gadag,14,HANUMANTAPPA PEERAPPA KORAVAR,Independent,445,0,445,0.27,Karnataka,S10,Shirahatti,65,12.0,163974,133.0,0.08111041994462537,0.2713844877846488,(0-5),Less than 1000
65,Shirahatti,Maharashtra - Karnataka,SC,Rural,Gadag,5,DR. MUTTU.  SURAKOD  (MADAR),Indian Movement Party,311,1,312,0.19,Karnataka,S10,Shirahatti,65,13.0,163974,84.0,0.051227633649237075,0.19027406784002343,(0-5),Less than 1000
65,Shirahatti,Maharashtra - Karnataka,SC,Rural,Gadag,6,MANJUNATH ASANGEPPA  ASANGI,Karnataka Rashtra Samithi,228,0,228,0.14,Karnataka,S10,Shirahatti,65,14.0,163974,0.0,0.0,0.13904643419078636,(0-5),Less than 1000
65,Shirahatti,Maharashtra - Karnataka,SC,Rural,Gadag,8,DURAGAPPA SHEKHAPPA BINJADAGI,Independent,228,0,228,0.14,Karnataka,S10,Shirahatti,65,15.0,163974,,,0.13904643419078636,(>20),>20000
66,Gadag,Maharashtra - Karnataka,Lingayat,Semi Urban,Gadag,4,H. K. PATIL,Indian National Congress,88986,972,89958,52.84,Karnataka,S10,Gadag,66,1.0,170232,15130.0,8.88787067061422,52.84435358804455,(5-10),Between 10000 & 20000
66,Gadag,Maharashtra - Karnataka,Lingayat,Semi Urban,Gadag,1,ANIL. P.  MENASINAKAI,Bharatiya Janata Party,73820,1008,74828,43.96,Karnataka,S10,Gadag,66,2.0,170232,73285.0,43.05007284176888,43.95648291743033,(>20),>20000
66,Gadag,Maharashtra - Karnataka,Lingayat,Semi Urban,Gadag,15,NOTA,None of the Above,1537,6,1543,0.91,Karnataka,S10,Gadag,66,3.0,170232,814.0,0.4781709666807651,0.9064100756614503,(0-5),Less than 1000
66,Gadag,Maharashtra - Karnataka,Lingayat,Semi Urban,Gadag,12,RUDRAPPA BASAPPA KUMBAR,Independent,729,0,729,0.43,Karnataka,S10,Gadag,66,4.0,170232,31.0,0.018210442220029138,0.4282391089806852,(0-5),Less than 1000
66,Gadag,Maharashtra - Karnataka,Lingayat,Semi Urban,Gadag,2,GOVINDAGOUDRA VENKANAGOUDRA RANGANAGOUDA,Janata Dal  (Secular),688,10,698,0.41,Karnataka,S10,Gadag,66,5.0,170232,162.0,0.09516424644015226,0.410028666760656,(0-5),Less than 1000
66,Gadag,Maharashtra - Karnataka,Lingayat,Semi Urban,Gadag,5,ANAND HANDI,Karnataka Rashtra Samithi,536,0,536,0.31,Karnataka,S10,Gadag,66,6.0,170232,43.0,0.025259645660040415,0.31486442032050377,(0-5),Less than 1000
66,Gadag,Maharashtra - Karnataka,Lingayat,Semi Urban,Gadag,3,DODDAMANI PEERSAB,Aam Aadmi Party,491,2,493,0.29,Karnataka,S10,Gadag,66,7.0,170232,210.0,0.12336106020019738,0.28960477466046336,(0-5),Less than 1000
66,Gadag,Maharashtra - Karnataka,Lingayat,Semi Urban,Gadag,11,MALLIKARJUNAGOUDA SHANKARGOUDA PARVATAGOUDRA,Independent,283,0,283,0.17,Karnataka,S10,Gadag,66,8.0,170232,7.0,0.004112035340006579,0.16624371446026598,(0-5),Less than 1000
66,Gadag,Maharashtra - Karnataka,Lingayat,Semi Urban,Gadag,8,SACHINKUMAR KARJEKANNAVAR,Uttama Prajaakeeya Party,274,2,276,0.16,Karnataka,S10,Gadag,66,9.0,170232,0.0,0.0,0.16213167912025941,(0-5),Less than 1000
66,Gadag,Maharashtra - Karnataka,Lingayat,Semi Urban,Gadag,13,VISHWANATH KHANAPUR,Independent,272,4,276,0.16,Karnataka,S10,Gadag,66,10.0,170232,35.0,0.020560176700032896,0.16213167912025941,(0-5),Less than 1000
66,Gadag,Maharashtra - Karnataka,Lingayat,Semi Urban,Gadag,14,VEERABHADRAPPA VEERAPPA KABBINAD,Independent,237,4,241,0.14,Karnataka,S10,Gadag,66,11.0,170232,135.0,0.0793035387001269,0.1415715024202265,(0-5),Less than 1000
66,Gadag,Maharashtra - Karnataka,Lingayat,Semi Urban,Gadag,10,BASAVARAJ MALODE,Independent,104,2,106,0.06,Karnataka,S10,Gadag,66,12.0,170232,8.0,0.004699468960007519,0.06226796372009963,(0-5),Less than 1000
66,Gadag,Maharashtra - Karnataka,Lingayat,Semi Urban,Gadag,7,POOJA MALLAPPA BEVOOR,Indian Movement Party,98,0,98,0.06,Karnataka,S10,Gadag,66,13.0,170232,3.0,0.0017623008600028199,0.057568494760092105,(0-5),Less than 1000
66,Gadag,Maharashtra - Karnataka,Lingayat,Semi Urban,Gadag,9,B. M. PATIL,Independent,95,0,95,0.06,Karnataka,S10,Gadag,66,14.0,170232,23.0,0.013510973260021618,0.055806193900089285,(0-5),Less than 1000
66,Gadag,Maharashtra - Karnataka,Lingayat,Semi Urban,Gadag,6,CHANDRASHEKHAR DESAI,Rani Chennamma Party,72,0,72,0.04,Karnataka,S10,Gadag,66,15.0,170232,,,0.04229522064006767,(>20),>20000
67,Ron,Maharashtra - Karnataka,Lingayat,Rural,Gadag,2,GURUPADAGOUDA SANGANAGOUDA PATIL,Indian National Congress,94064,801,94865,53.24,Karnataka,S10,Ron,67,1.0,178196,24688.0,13.854407506341332,53.23632404767784,(10-20),>20000
67,Ron,Maharashtra - Karnataka,Lingayat,Rural,Gadag,1,KALAKAPPA GURUSHANTAPPA BANDI,Bharatiya Janata Party,69519,658,70177,39.38,Karnataka,S10,Ron,67,2.0,178196,61338.0,34.42164807290848,39.3819165413365,(>20),>20000
67,Ron,Maharashtra - Karnataka,Lingayat,Rural,Gadag,3,ANEKAL DODDAIAH,Aam Aadmi Party,8761,78,8839,4.96,Karnataka,S10,Ron,67,3.0,178196,7239.0,4.062380749287302,4.960268468428023,(0-5),Between 5000 & 10000
67,Ron,Maharashtra - Karnataka,Lingayat,Rural,Gadag,10,NOTA,None of the Above,1586,14,1600,0.9,Karnataka,S10,Ron,67,4.0,178196,137.0,0.07688163595142428,0.8978877191407214,(0-5),Less than 1000
67,Ron,Maharashtra - Karnataka,Lingayat,Rural,Gadag,9,SHIVANAND SHANKRAPPA RATHOD,Independent,1461,2,1463,0.82,Karnataka,S10,Ron,67,5.0,178196,811.0,0.4551168376394532,0.8210060831892971,(0-5),Less than 1000
67,Ron,Maharashtra - Karnataka,Lingayat,Rural,Gadag,4,MAKTUMSAB YAMANOORASAB MUDHOL,Janata Dal  (Secular),646,6,652,0.37,Karnataka,S10,Ron,67,6.0,178196,396.0,0.22222721048732857,0.365889245549844,(0-5),Less than 1000
67,Ron,Maharashtra - Karnataka,Lingayat,Rural,Gadag,8,BIBIJAN RAJESAB DARAGAD,Independent,256,0,256,0.14,Karnataka,S10,Ron,67,7.0,178196,132.0,0.07407573682910952,0.14366203506251543,(0-5),Less than 1000
67,Ron,Maharashtra - Karnataka,Lingayat,Rural,Gadag,7,DEVENDRAPPA BALAPPA OLEKAR,Independent,123,1,124,0.07,Karnataka,S10,Ron,67,8.0,178196,2.0,0.0011223596489259018,0.06958629823340591,(0-5),Less than 1000
67,Ron,Maharashtra - Karnataka,Lingayat,Rural,Gadag,5,KUMAR ANDAPPA HAKARI,Shiv Sena (Uddhav Balasaheb Thackeray),122,0,122,0.07,Karnataka,S10,Ron,67,9.0,178196,24.0,0.013468315787110823,0.06846393858448001,(0-5),Less than 1000
67,Ron,Maharashtra - Karnataka,Lingayat,Rural,Gadag,6,ABDUL KHADAR SAB A,Independent,98,0,98,0.05,Karnataka,S10,Ron,67,10.0,178196,,,0.05499562279736919,(>20),>20000
68,Nargund,Maharashtra - Karnataka,Lingayat,Rural,Gadag,1,C. C. PATIl,Bharatiya Janata Party,72154,681,72835,48.48,Karnataka,S10,Nargund,68,1.0,150236,1791.0,1.1921243909582258,48.48039085172662,(0-5),Between 1000 & 5000
68,Nargund,Maharashtra - Karnataka,Lingayat,Rural,Gadag,2,B. R. YAVAGAL,Indian National Congress,70520,524,71044,47.29,Karnataka,S10,Nargund,68,2.0,150236,69275.0,46.11078569716979,47.28826646076839,(>20),>20000
68,Nargund,Maharashtra - Karnataka,Lingayat,Rural,Gadag,15,NOTA,None of the Above,1761,8,1769,1.18,Karnataka,S10,Nargund,68,3.0,150236,106.0,0.07055565909635507,1.1774807635986049,(0-5),Less than 1000
68,Nargund,Maharashtra - Karnataka,Lingayat,Rural,Gadag,13,VEERESH SOBARADAMATH,Independent,1658,5,1663,1.11,Karnataka,S10,Nargund,68,4.0,150236,658.0,0.43797758193775127,1.10692510450225,(0-5),Less than 1000
68,Nargund,Maharashtra - Karnataka,Lingayat,Rural,Gadag,14,SHIVANAND. SHIDDAPPA. MAYANNAVAR.,Independent,1004,1,1005,0.67,Karnataka,S10,Nargund,68,5.0,150236,352.0,0.23429803775393382,0.6689475225644985,(0-5),Less than 1000
